Target Class,Predicted Class
0,0.06086210533295757
0,0.04987392892534571
0,0.04228962788665331
0,0.025081228461363916
1,0.9538729100628565
0,0.013062848047157797
1,0.963074284755744
1,0.9525157650532747
1,0.9658125318311374
1,0.9626033672671603
0,0.06031684136835216
1,0.9577929895770821
0,0.03998146825648554
1,0.9479029144879734
0,0.06565961569291143
1,0.9568345232398665
0,0.025136544136503562
0,0.041165420015853174
0,0.04047939960461577
1,0.9635573003617731
1,0.9585991624921307
0,0.025112366788887674
0,0.04893154316260323
0,0.043028910417138376
1,0.9566736657619417
0,0.04049551925444288
1,0.9650806738447913
0,0.02513322782433336
0,0.039618956751492504
0,0.04625091693939186
1,0.9622294271709474
0,0.052051242504840584
0,0.04213055816787334
0,0.04986080597122167
1,0.95396193820752
1,0.9580789524668664
0,0.05268771967363233
0,0.025109385548397117
0,0.05221897054539119
1,0.9671857353341022
1,0.9490547013529298
0,0.012877257684423892
0,0.04876967477756761
0,0.025274140237890992
1,0.9535838091221774
0,0.04306216067270705
0,0.04702338875685787
0,0.04517386470422993
0,0.040545402444802044
1,0.9695259987770255
0,0.053902468275473826
1,0.9642030187388112
0,0.05624123353078567
0,0.05747721573330416
0,0.03610023352983984
0,0.06390196215654605
0,0.013081662943940822
0,0.03732333067791139
1,0.9582656298742737
0,0.038792001407369034
0,0.025134555434729967
1,0.9525301523581714
0,0.02503284535523619
1,0.9658997778911064
0,0.025027285816010606
0,0.025141665277987304
0,0.025144231623159673
0,0.04328241684009772
0,0.012996857123711724
0,0.04821809090652174
1,0.969026687105202
0,0.07380643163815694
1,0.9563600449178765
1,0.9604550604195092
0,0.03773470938657789
0,0.03721320146377365
0,0.034190093495385626
0,0.03892966592613065
1,0.9646558423098701
0,0.025276317730545568
1,0.9637692808775896
0,0.050795091814366346
0,0.04175292697343262
1,0.9637678563240084
0,0.04653774706685947
0,0.02505472361839697
0,0.013176581931133273
1,0.9649714083072614
0,0.013044073885377056
0,0.06632054864243607
0,0.06364423111039193
0,0.025091522963315172
