Target Class,Predicted Class
0,0.0318914396228168
0,0.02562306364797345
0,0.02300408529812625
0,0.014518873620503234
1,0.9758000690841143
0,0.009738564199909257
1,0.9803156351119083
1,0.9741562530079084
1,0.9814467713840735
1,0.9797129755311104
0,0.03231393234330188
1,0.9775603257332975
0,0.021554752814166515
1,0.9708156605451009
0,0.034325897263393385
1,0.9766230597811826
0,0.015218266174064597
0,0.0225410681551362
0,0.022315132399963605
1,0.9808534104175042
1,0.9781986257278712
0,0.015087983094942125
0,0.025989733730368832
0,0.02345120686709962
1,0.9771719591905527
0,0.022207927548341305
1,0.9814264871875172
0,0.014933048797788282
0,0.021281766741404907
0,0.023306832456574483
1,0.9798780321255985
0,0.027576844512827117
0,0.02036191368592945
0,0.02663257916789327
1,0.9759112343427369
1,0.9763994517915233
0,0.027928630119891187
0,0.01495658518547087
0,0.027381750788150118
1,0.9823854871764944
1,0.9719997108581637
0,0.009584773698397678
0,0.026050532337404158
0,0.0156663339872924
1,0.9730987388977237
0,0.02331282504144198
0,0.025040259982656642
0,0.02330855019359501
0,0.020896068624714347
1,0.9836788242879264
0,0.028457240802859177
1,0.9807957614903922
0,0.029523236966988893
0,0.03050261145907013
0,0.01932525332541543
0,0.03413371989168042
0,0.009584510786488015
0,0.01952128263387845
1,0.9767561797053335
0,0.02080925171410491
0,0.015105358208672724
1,0.9733237555426532
0,0.014059938657005206
1,0.9811981215382302
0,0.014100228173183493
0,0.015207478472417714
0,0.015251004720824721
0,0.022402883268172448
0,0.009814278107209242
0,0.02604911663159458
1,0.9839733461081196
0,0.039700654877931243
1,0.9753950847552629
1,0.9791957139864531
0,0.02002203536576322
0,0.02040547930267817
0,0.018019170305557535
0,0.02035127128566424
1,0.9804519073226106
0,0.01565650758204424
1,0.9806033188918181
0,0.027320697392753588
0,0.022967739925466843
1,0.9806808000656894
0,0.026336722036181
0,0.014686434506189741
0,0.009977028979685042
1,0.9808858027101065
0,0.009888765139568502
0,0.035833147765635835
0,0.03320826496308024
0,0.014688346397836869
0,0.02213924681891955
0,0.021406514525031138
1,0.979691559104313
0,0.02937364583053619
1,0.9765374934572846
0,0.035662912020541705
1,0.9805178920103294
0,0.025591022592618893
0,0.014497809258773265
0,0.015542312090862143
1,0.9768656791692758
1,0.9820233885691972
0,0.031424646172550884
0,0.02720169847971779
1,0.9788212801311547
1,0.9797528024557287
0,0.029578387188629505
1,0.9822223087154739
0,0.022396893098603526
0,0.018050810818180916
0,0.01486960560845051
0,0.01557405784822154
1,0.9764774447078254
0,0.01008411389238949
1,0.9797456879753901
0,0.009728596063670924
0,0.00964568399391372
0,0.014793118150766161
0,0.02379432151959428
0,0.016570280194132238
1,0.9803562926741912
0,0.03365603424798524
0,0.009654682642758894
1,0.9741431660223503
1,0.9797975961075651
0,0.018871260812128407
0,0.03349214060345954
0,0.015796102311954045
0,0.01567917853306004
0,0.014765611628545982
0,0.027990346956046942
1,0.9735889391270264
0,0.04047856162847138
0,0.04415194657117143
1,0.9761162160628037
1,0.9765443274180874
0,0.017210965538366835
0,0.02008744554446516
0,0.014737942321858
1,0.9752921852662915
1,0.9810152456729679
0,0.023485557820313335
1,0.9835974461789431
0,0.03699014840887519
1,0.9788864122279596
0,0.01913273921639098
0,0.03541826376457155
