Target Class,Predicted Class
1,0.530540116851213
0,0.3162228754413995
0,0.44835815592427164
1,0.6715596293741899
0,0.34565667743423917
0,0.17649654767031397
1,0.6196046491922805
0,0.3628276279083085
1,0.6449045447182845
0,0.26303642090945106
1,0.7812337143021496
0,0.43399667957804455
1,0.6955204227521834
1,0.5198876095493237
0,0.5945941715016152
1,0.5821308702580774
0,0.3470006714989413
0,0.590722286582732
0,0.35727660174480425
1,0.5871494576386496
0,0.3533826351325909
1,0.5991244414117056
0,0.4391410560810517
1,0.5840529539031919
0,0.2700280204108205
0,0.4223027231103995
1,0.6922024573389114
1,0.48996226053693126
0,0.5523514660219152
0,0.40463372835327766
1,0.5642435122424512
1,0.696837490861405
1,0.448993627463394
1,0.5256559342848548
1,0.6263580595926925
1,0.5496546767589822
0,0.37486751007906666
0,0.4090420315171139
0,0.31215764621057723
1,0.4862733839344208
0,0.3314430073505543
1,0.6823911361719049
0,0.5608985482836458
1,0.6006119999234711
0,0.38620395428654575
0,0.4023254646507211
1,0.6675609274864093
0,0.36818842729091855
1,0.5553780444643382
1,0.6573023286524647
1,0.6441568550121375
1,0.5290831151393587
1,0.6061998634096901
0,0.28714166190199963
1,0.6462311576764197
0,0.3857267898297797
1,0.6158899046372013
0,0.1838122477947288
1,0.7722302006837239
1,0.7207741382009137
1,0.7558203220022104
1,0.5512818514641079
1,0.5163719402631081
0,0.4319500196801235
1,0.46769592873572363
1,0.6602498581162565
0,0.3829840575861623
1,0.5083528042703609
1,0.6043104654272976
1,0.36439736585831434
1,0.48609681243392244
1,0.6807704916145615
1,0.6543410999380685
1,0.47476460561924333
0,0.5339129572563109
1,0.541266857547388
1,0.49917462786329725
1,0.3734131932735334
0,0.4902532269096546
1,0.5513640492310496
1,0.5435756153926609
0,0.4555472420379696
1,0.5401818832559272
0,0.3459122589495986
0,0.38986371748627635
1,0.508160175215855
0,0.514495984844833
1,0.7014992524353094
1,0.4949514769556876
0,0.4312012051662604
0,0.4105261014233231
1,0.6285338629393694
1,0.5524493625850999
0,0.33795904983368696
0,0.32231203329487884
0,0.2821082424687763
1,0.5067999386676294
1,0.6521189599968107
0,0.25050447468285425
0,0.6170614760037911
1,0.4959738978078611
0,0.21781428017005408
0,0.5387995487469786
0,0.45742193206878745
0,0.32321049949331726
0,0.32088219564269693
0,0.3507235420614656
0,0.49703295060863145
1,0.5050950403439772
1,0.7619356332936472
1,0.4530540672947035
0,0.38825612770854284
0,0.3826811426546946
0,0.5906627439854796
0,0.3949434685797153
1,0.57657294699651
1,0.5930226947945116
1,0.48187410242979833
0,0.33436484938297983
1,0.5463108266240673
0,0.301488824738903
1,0.5550578110313245
1,0.7593471015521676
1,0.49916556185889344
0,0.5299178917357301
0,0.2944498586525608
0,0.34287972556941787
1,0.7331955430738964
0,0.29824286984455994
1,0.562777879816051
0,0.4748049172707714
1,0.5529058078159136
1,0.5827897870125176
1,0.4412150030224917
0,0.519936558729942
1,0.6194174583784442
1,0.4782430929930366
1,0.7180587818981584
0,0.2347145635329038
1,0.6562932317274637
1,0.32559969147024037
1,0.5387841458983239
0,0.3661300654604324
0,0.40621949743273683
1,0.622946118206158
1,0.6960912876846133
0,0.43890500128799
0,0.4584311196873019
1,0.5621021623431135
1,0.46534919119664797
0,0.4579073234901816
1,0.6324250201783554
0,0.5283666130117652
1,0.49503396895237245
0,0.34805605627779956
0,0.2879711124404671
1,0.6044905159627001
0,0.45078206549752387
0,0.31750340818808076
1,0.5438042081687943
1,0.6505448181536136
0,0.39115830615686337
1,0.6224132641043106
1,0.6530314435335134
0,0.49531590827766353
0,0.3376916233836321
0,0.47741851173909483
1,0.6069287603676508
1,0.38895769900589966
1,0.47524828877715003
0,0.4105847925651252
1,0.48994535286472235
0,0.31332594601525354
1,0.6727032033507683
0,0.49566839363869364
1,0.591340794110304
1,0.6028829486813119
1,0.6210929157361539
0,0.43509445079296566
0,0.2506795317902264
1,0.5941984673068258
0,0.36152692933210095
0,0.43051013392933163
0,0.3830067806574051
0,0.4668766974091747
1,0.6972016815495148
0,0.33032970434442044
0,0.1943454874857758
0,0.38604117675122723
0,0.17112115458195296
0,0.31915192168038814
0,0.407822151287268
1,0.753860163246566
0,0.31358173329347455
1,0.6515527896052273
0,0.5143818636762226
1,0.6009790566616512
1,0.7228235499900493
0,0.36439993399888854
0,0.4474893760082818
0,0.5111589747125046
0,0.5734433446006596
1,0.5869611716180635
0,0.3758664787412189
1,0.602257938117129
0,0.29200758532895377
1,0.7055655386687089
1,0.7252804541888128
1,0.6448594256519893
