Target Class,Predicted Class
0,0.08019633962076002
1,0.93251122413031
1,0.9503716881901446
1,0.8758624944032585
0,0.11033587288309968
1,0.9136985013614515
1,0.7712618991910417
0,0.07190608398608254
1,0.9360085359875797
0,0.10805659789701086
0,0.17324326775305668
0,0.17149470800686614
0,0.19408944058092475
0,0.08522926059587176
0,0.07478114982796003
1,0.8646835167946907
0,0.10769074755845744
1,0.7913386452389634
1,0.9300127552825581
1,0.17471573688109274
0,0.16665255764109163
1,0.913583464647535
0,0.11549711516993601
1,0.8562778500204017
0,0.11752385120167358
1,0.9405063680485973
1,0.9068393802147293
0,0.08022486281903947
1,0.7923672907888354
0,0.08039903398777806
0,0.10233200113715592
0,0.19759327820784112
1,0.8231688543662272
1,0.9022708885905568
0,0.09076357471357079
1,0.6952894461487747
0,0.12425321608937845
1,0.8797168336550686
0,0.10410102707707021
1,0.8975289772697622
0,0.09261257310230131
1,0.9055341966744886
1,0.8639687047244516
0,0.07478726097816657
1,0.7384821911516775
0,0.09071035575419585
1,0.8989958736521919
1,0.7424860776394524
1,0.22282989361814853
0,0.1494353084804685
0,0.07011826807962686
1,0.8821808410585209
1,0.7338054843314702
1,0.8307566889549477
0,0.14439618426626188
1,0.15694608740633173
1,0.2039123964925313
1,0.9510073338915092
1,0.8556948007055593
0,0.13398585978329233
0,0.09571170091665372
1,0.5634225217296667
0,0.11089697846024439
1,0.5720497653346255
1,0.9360493506122571
1,0.9408017380697075
0,0.0988955113332054
0,0.06585177139191767
1,0.8825697309579555
1,0.9417091419163446
0,0.13904764739521222
0,0.14765996871195328
0,0.06468842191046559
0,0.03210798770056107
0,0.09308118967668064
1,0.9061548983516372
0,0.08662064603803203
1,0.8269472779279861
0,0.09496852544933565
1,0.6518904186401274
0,0.12620383138339936
0,0.07605000262750825
1,0.9119010440652924
0,0.034088463787573596
1,0.8441269197083519
0,0.1458375201897817
0,0.1579245058059758
1,0.9301959415497143
1,0.9576569824972773
0,0.03095132021009289
0,0.03191114910122747
0,0.14203342692536994
0,0.1486201792330244
0,0.17632684819424252
1,0.8258804700683787
1,0.7372450717629451
0,0.12323223769617087
0,0.03353418547648198
1,0.8346255609009453
0,0.09792751586572623
0,0.09326464663577236
0,0.11275042579743332
1,0.8474919780942343
0,0.14926145517026945
0,0.14279330617119307
0,0.031940848975119604
0,0.10210721095068914
0,0.15260930968242115
1,0.8578247969716571
1,0.9297825432606152
0,0.13887250594883396
1,0.9035715773205155
1,0.7667429302285618
0,0.11552559818229434
1,0.9197156149543475
1,0.7270350611383077
0,0.07334561546095338
1,0.901857274580439
1,0.91056664769264
1,0.9229444530397745
0,0.03315249029554063
0,0.1425360679984228
1,0.9048100771944138
0,0.033416798662890164
1,0.8297381648053487
1,0.8330094810436359
0,0.07774434781588253
1,0.6454114194531647
0,0.09035031014158686
1,0.8807234640668024
0,0.03074388365212459
1,0.8943515101974918
1,0.8781300107648382
0,0.13973098772719764
1,0.9049737954598911
0,0.11652396404796475
1,0.9070575878116183
1,0.9404182689110795
0,0.0938570663125922
0,0.10691078666180859
1,0.7028561761950776
1,0.8325830024428373
0,0.10851558355466291
1,0.885497110705919
1,0.8774445000859478
0,0.030499661787606613
1,0.8585297807425812
1,0.9155183603714531
1,0.8575251933566408
0,0.0884015784635862
0,0.04102900324937578
1,0.6642791322538177
1,0.9021896703287602
1,0.8840049587712985
0,0.10615328351998692
0,0.13092510130451718
1,0.6639356394666758
0,0.11776980548903677
0,0.030158464281467037
1,0.8641587631588944
0,0.1854168702095142
1,0.9106906525635285
0,0.172663331310462
1,0.9152235526625048
1,0.8251856454230017
0,0.18517233011622003
0,0.03533332198530667
1,0.9197276651161095
0,0.12138473262613673
0,0.17749437965402814
1,0.7733436943888118
1,0.8958958679077531
1,0.862969857087235
0,0.12915887464726641
0,0.08356183344791876
0,0.1257089337768669
1,0.2143683651873403
0,0.09951679110454388
0,0.14374154641473352
1,0.8198076773661102
0,0.15678249790141532
0,0.03225202968469193
1,0.9086383118804245
1,0.8781771061331142
0,0.03857024755065095
1,0.9429900167507456
1,0.8875269622553082
1,0.7637451630385192
0,0.034247522217422874
1,0.9481020807809191
1,0.91617632172351
0,0.0814393645844568
1,0.9145453595450374
1,0.9178242212695382
1,0.9218418724717213
1,0.8030402517103435
1,0.881986271988641
0,0.12300460353749798
0,0.11344673808832458
0,0.08862533828353124
0,0.14237966194284984
0,0.029517013366217693
1,0.9208039471413928
1,0.8970919806842296
1,0.23256299443985773
1,0.7572292023900093
1,0.8558272492157661
0,0.02935067106873504
1,0.9291660334886002
0,0.032129503173278055
1,0.8497665380394518
1,0.5065738034593339
0,0.08679001962902781
1,0.8492206385403646
0,0.09380213228921343
1,0.8087295610709871
0,0.11759791436800301
0,0.19235935422028164
0,0.029289463307974484
1,0.9342662542835366
0,0.10408020194933115
1,0.8665678521980036
1,0.9243138355691314
1,0.8859059616136138
1,0.8364055457295333
1,0.8578279921765266
0,0.06060327252629552
1,0.8794768888725855
1,0.8776492245178485
0,0.08427672682564682
1,0.7013611593235638
1,0.799551987733946
0,0.03857887137396598
1,0.9017448908356438
0,0.12710238817741473
0,0.05985254587964525
1,0.8652307272574544
0,0.03664267047639062
0,0.07950656487461845
0,0.12901029910105366
1,0.9241404042691748
1,0.9277795960676222
1,0.9268680188010574
0,0.0757622304154861
0,0.09820316938046883
0,0.13202544167263727
1,0.6857862195946884
0,0.1339345224505122
1,0.7780796255524617
1,0.21492908612902104
1,0.7063540245901753
0,0.11456513585434541
1,0.611741828446565
1,0.9099960009601402
1,0.6921716276785741
1,0.7733382786077874
0,0.03383639426325402
1,0.9362667438826767
0,0.09546670911458456
0,0.10832196148895337
0,0.09328414904954498
0,0.0302675344050744
0,0.1777294942895561
0,0.029418477787072055
0,0.2137715696842083
0,0.07208679389203804
1,0.8357753821689219
0,0.0333235193565173
0,0.07011830019094363
1,0.9346752543570643
1,0.856587772150079
1,0.8077632521309325
0,0.08603419895480185
1,0.7308357221781637
1,0.8417201164818443
1,0.9254807483209171
1,0.8768848284444063
0,0.0951468047499521
0,0.11329402730344901
0,0.03903136820688465
1,0.9359341272866386
1,0.6921442442822647
1,0.9279738016744028
1,0.8636359276146108
1,0.15865955898842538
1,0.9441235128616347
0,0.08087449083286806
1,0.8741548382458909
0,0.11409079891735463
0,0.0959246536017724
1,0.6520131647910223
1,0.9076461774334704
1,0.9174346587784805
1,0.14861154800908502
1,0.9228504082836749
1,0.8442271659825682
1,0.9264726459806149
1,0.9235063872567192
1,0.7973181410046141
0,0.25479505564827043
0,0.07958462336970935
0,0.14621767603407512
1,0.9478099396204482
