target_y,target_x,target_z,out_y,out_x,out_z
2.4792523,13.396341,25.362862,2.812993624211552,14.11054055965521,26.36121537205332
-63.39346,3.0165803,30.340767,-65.76720639901976,5.230698567308074,29.975154757594158
12.178988,-12.632469,8.307867,13.965115059419855,-13.100994786448151,8.363031726048028
-13.162647,-66.55107,34.95278,-8.687451604535301,-64.55092109099994,35.609395554540406
-34.65409,-44.611095,29.023764,-36.51398236259349,-43.54867672525707,28.93092542423929
6.4428654,8.657043,7.151989,6.381123237216633,8.658805397366336,6.5784966061629415
-2.1704154,-73.64931,9.4287815,-0.9450596631293758,-73.64141690973806,13.524493846217116
2.8776274,-71.84794,34.562027,2.5611095702119493,-71.10677780516905,33.889021452936035
2.5873373,5.3923635,6.625111,2.118026889190175,6.028594669827688,6.632562020959526
-35.92045,20.18303,24.410814,-34.560640961168936,18.53247721501207,23.146717931381776
13.628131,3.1811032,1.1494404,15.058892908130018,3.3603426777773278,1.139605942110986
-7.6654663,20.006077,18.55574,-7.616570878567433,21.008098318011626,19.82549909014486
7.3008423,5.2349124,0.9862901,7.812491167957079,5.66308001356482,1.5197852182020983
-19.74056,10.412241,12.030705,-20.24757352584291,12.324797584396816,13.782626478546016
-42.129177,-31.278479,4.0585284,-42.69430117334234,-31.259632414864132,3.574713007459775
10.151344,13.68797,13.194879,12.4638772579404,14.55489166406262,12.814981195622176
-41.274433,-41.948586,16.51738,-40.22602308705238,-41.05332681749809,16.596808229583665
8.18108,-42.623577,21.373121,9.343620630250152,-41.41213503625239,20.360321537904994
6.8512907,8.087194,7.1090655,6.729296035871782,7.916492153292194,6.59451273082334
3.1062644,6.7946067,12.757875,2.660918532498837,6.782960567888925,12.777556387172519
-70.07631,-8.842091,29.611027,-69.0525175809498,-9.070898534755719,30.425907265668688
12.227358,7.723025,32.426994,12.408488527086815,8.520262129728422,32.591518839127275
-60.84151,9.414872,5.2532687,-61.28708833519809,10.966162726203365,6.05865370240456
6.626628,5.072007,1.008491,7.1059121683724875,5.575447480001931,1.5235851704964793
2.9051065,13.170306,31.525293,4.14304275373675,13.736315386175324,32.208163836303136
-12.700796,-62.52425,22.031378,-13.09616992145484,-65.54549675974688,22.17010263038704
-31.285555,0.73777914,5.552659,-34.910629749991365,4.092597857620168,6.6245004283609745
4.201086,-5.4260473,20.498999,3.596275226177492,-4.582417637277966,20.82488864112016
-17.830269,-54.958622,3.7122917,-18.12276331897828,-55.8148561814879,3.870707252921201
1.4256514,8.971277,32.325092,2.8663376779735708,9.128119225854224,33.158272127707335
1.2662369,-76.72718,9.476455,2.7157367233618155,-77.42795351893717,12.483590409456575
6.5883517,7.167719,25.3127,6.114263896449892,7.531403728775376,25.486309983524013
-3.0182576,-26.488642,33.793545,-7.507082678641973,-27.24223560784421,33.16666673675902
2.158992,-73.35633,9.600266,3.301467941971052,-72.62247059587219,12.231252358906008
2.4572182,12.48952,0.25230402,2.9410115662846605,13.204865479208763,2.8513302577050714
-45.087955,12.017973,30.495987,-45.329557100315114,11.078418637434858,30.21558806050582
3.1913733,-1.111838,20.197401,2.91632606524472,-0.9492127253762218,20.702124094526972
8.463378,-21.09853,33.472206,7.210167257077891,-22.275436824610573,33.42529264334317
-13.666854,-54.07251,3.6031518,-12.572902751370687,-55.46048216001914,3.6002963608886436
-50.09585,-14.45232,4.2652564,-50.08897480741629,-13.756546264739466,4.074945292418879
-25.17306,-27.135962,22.735708,-25.38568401572152,-25.915865392484076,22.438606700634896
-2.6580944,9.42998,25.197104,-3.523086863788952,10.310554132652705,25.364088809688106
-10.457318,-55.76719,34.937172,-7.801947417046657,-53.378534350507216,38.17555155477006
-48.863018,20.443953,24.345066,-45.988282745344115,15.512210748391848,22.076727278611425
-31.408052,-33.912872,22.92354,-32.77584340887956,-32.88960884481218,22.131157543891042
-20.27911,10.296257,24.600262,-21.029009312995285,12.884769292385041,25.15642713279431
-34.10597,-44.57542,29.010536,-35.95506157638091,-43.48870305164321,28.92967865217296
-2.0344832,12.207924,6.746972,-0.719661302939771,11.725198593033475,7.249426774224286
