target_y,target_x,target_z,out_y,out_x,out_z
2.4792523,13.396341,25.362862,2.6835207961770218,13.640920537344234,25.995339651668264
-63.39346,3.0165803,30.340767,-63.895241208399455,3.3194147521520323,29.3295245814415
12.178988,-12.632469,8.307867,13.21666268372497,-13.913527649052398,7.569279118005732
-13.162647,-66.55107,34.95278,-9.76754943172822,-65.09210738135405,34.77155119985048
-34.65409,-44.611095,29.023764,-35.532920004406506,-44.504280471137676,28.91319844231479
6.4428654,8.657043,7.151989,6.186719671270755,8.12116859768552,6.941637194754433
-2.1704154,-73.64931,9.4287815,-2.049201907653528,-72.70039631275424,12.762873340672504
2.8776274,-71.84794,34.562027,2.1235858349723458,-71.34286535965963,34.17243872262243
2.5873373,5.3923635,6.625111,1.97545539355381,5.856377724083196,6.859426611196941
-35.92045,20.18303,24.410814,-35.50908639276086,18.443111065708344,23.643465114176188
13.628131,3.1811032,1.1494404,14.481258273483782,3.0454904217381866,0.6779213869977186
-7.6654663,20.006077,18.55574,-6.865503561951025,20.001407161504535,18.82532235079709
7.3008423,5.2349124,0.9862901,7.756539970165766,5.41319530159416,1.318356450607025
-19.74056,10.412241,12.030705,-19.621188664369992,11.316021882758339,12.463242557945055
-42.129177,-31.278479,4.0585284,-42.383645976595545,-31.53445402565688,4.24685292113905
10.151344,13.68797,13.194879,11.316291177080691,13.65766225056186,12.93454145899518
-41.274433,-41.948586,16.51738,-39.78044530977547,-41.47280390448715,17.614305936033226
8.18108,-42.623577,21.373121,8.397125128170028,-42.088999469690165,20.827547996652243
6.8512907,8.087194,7.1090655,6.6071107053749305,7.563984766111305,6.978564648677264
3.1062644,6.7946067,12.757875,2.74604468811084,6.355730289741588,12.21955476307107
-70.07631,-8.842091,29.611027,-69.68176382746546,-8.745104570452595,29.3989821590745
12.227358,7.723025,32.426994,12.183638128368303,7.559519198447236,32.209922098442405
-60.84151,9.414872,5.2532687,-61.688823138712344,11.090986167490609,5.496675576520422
6.626628,5.072007,1.008491,7.106128468176778,5.3209624270408415,1.400224557643304
2.9051065,13.170306,31.525293,3.766995506342166,12.85379677688867,31.959976064361967
-12.700796,-62.52425,22.031378,-13.229275224663208,-65.25822703476445,21.77468278733157
-31.285555,0.73777914,5.552659,-35.702137415358216,4.278189488148399,5.866638167342133
4.201086,-5.4260473,20.498999,3.438254357104649,-6.087170065984877,20.076144191391865
-17.830269,-54.958622,3.7122917,-18.63757225938412,-55.73897437569537,4.109250776314991
1.4256514,8.971277,32.325092,2.607190471109061,8.208287015210711,33.13564864424585
1.2662369,-76.72718,9.476455,0.904068347728356,-76.32038951175673,11.84722333144396
6.5883517,7.167719,25.3127,6.381957377324419,6.944776244274325,25.14419957085824
-3.0182576,-26.488642,33.793545,-5.372276339121793,-26.732219433968247,32.01075334325707
2.158992,-73.35633,9.600266,2.1363425819947715,-72.68459611051848,11.502776280328625
2.4572182,12.48952,0.25230402,2.3431418777425757,12.19727532911327,1.3154771403331007
-45.087955,12.017973,30.495987,-44.76570642529791,10.98068220464247,29.531501428424995
3.1913733,-1.111838,20.197401,2.7071286764806186,-2.3491588009001805,19.963986314657664
8.463378,-21.09853,33.472206,8.5695201848831,-21.352778360156336,33.366367751968085
-13.666854,-54.07251,3.6031518,-13.633177098280441,-55.59628570647672,3.51595344131046
-50.09585,-14.45232,4.2652564,-50.52124914093654,-13.843053785800167,2.2551058469439527
-25.17306,-27.135962,22.735708,-22.504802950743805,-26.999240297217444,22.630561562031847
-2.6580944,9.42998,25.197104,-2.657999768676313,9.325528597797295,25.579446419758924
-10.457318,-55.76719,34.937172,-9.032239000280807,-55.33211219467177,36.159432303543326
-48.863018,20.443953,24.345066,-47.518168386051684,15.708849035092936,22.881310468778402
-31.408052,-33.912872,22.92354,-32.09183114383432,-34.072020111418006,21.832296042890988
-20.27911,10.296257,24.600262,-20.17570825878215,11.139018719219088,24.608175371152928
-34.10597,-44.57542,29.010536,-35.01770924505697,-44.404339186808805,28.914863035161254
-2.0344832,12.207924,6.746972,-2.3201346985145146,11.151540812601992,6.612158606855704
-9.088319,9.870325,24.763788,-8.865495896098226,10.533077441475017,25.08901424208762
-13.132912,10.190744,12.150753,-12.976160410821935,10.997674216484853,12.169288408952337
6.0217347,9.808238,13.416476,6.057824760430726,9.478217229628566,13.027846409119245
-31.120804,12.773264,5.794094,-32.06332721237682,11.903361350336876,6.591715573651401
13.961784,8.228383,32.33714,13.368394153011906,8.036825695886801,31.73303927316132
13.68167,-4.948426,8.00243,15.43720970664379,-6.908390988378459,8.543216337378603
0.6159841,7.5863624,13.565807,0.1353071899492994,6.94770953226002,12.906811357618002
11.353185,-18.804846,33.40171,11.983772670512803,-18.885544334607648,33.6432216569375
-45.98376,0.23966128,30.54522,-47.21847532070698,2.0938101469461654,30.43758067329663
-7.628501,-65.54895,22.05464,-9.015514294153501,-67.61397372203113,22.263996319686036
12.276869,-69.94165,2.9628177,10.89061415099321,-69.54906788674836,3.363865163506758
11.875731,5.0119104,19.490454,11.956704900980887,5.449440883195494,20.82010668597226
-3.5765815,1.204121,25.086851,-3.740740324243089,0.6169057150626638,24.343251512501702
-48.795982,13.397238,30.482433,-48.86546276569478,10.644716776891698,28.678148544049215
3.5913997,18.856668,31.612738,3.4811094462435324,17.963874461937195,29.975598272862786
2.017306,-79.186554,28.278461,0.9888094838629459,-76.98599955523315,27.575499302871613
1.6556119,-70.06966,21.523207,0.5668504907383702,-70.64108717242664,20.906739361761694
-1.7353355,17.825861,25.301373,-2.522531176755923,18.197873894015736,25.222551953282142
13.197762,-18.606272,1.7285239,12.411413715341936,-18.49705780445214,1.7236524928417427
-9.051805,-48.918755,16.207407,-4.273760575916926,-48.800587512373816,13.432140030821358
7.180572,0.0067014,8.227589,7.157781171042817,-0.2899161119652885,8.262121590600717
15.828887,4.769411,20.039986,15.704002260687023,5.351344480762666,21.943431249773038
13.539579,6.02783,20.204042,13.45666175038839,6.397380804865873,21.71286073840526
-68.6324,-8.128781,4.4737053,-68.55881523174591,-8.062845901072935,4.284747811317282
3.6852148,-16.44882,20.857613,3.5920397019672263,-15.132507980478772,19.429693561812535
6.480707,-0.62513673,14.075319,6.367282891852539,-1.5648876355928172,14.003036484624605
-52.53596,-26.849709,16.70632,-51.17428156142789,-27.61439635145199,17.99506883414349
7.265506,-53.497242,2.815666,7.268162003969378,-54.586387067842,2.404478856692685
-7.7230234,13.231216,18.478045,-7.93820717782248,13.80111742387521,18.528347923841313
-2.9316878,9.544633,31.41255,-2.393485675013869,9.146049680939006,31.892138901843552
7.0639696,5.734215,19.35561,6.616230216461642,5.345983736426994,18.966815566062365
-72.034996,-0.12163255,17.23236,-72.34191795471183,-0.7827610451659425,18.25448911553666
2.783273,13.83394,26.66658,3.1419416154499946,14.093076447371839,27.322173702246914
-64.68651,-10.879986,17.05774,-64.59961867975612,-9.234631831530182,16.04636380748868
6.520555,-72.246735,28.208416,5.0154588391442045,-72.17088262476094,27.950820226766314
-6.4694724,10.406812,6.150701,-7.215272758926275,10.262629109398267,6.018415588546826
15.132887,-6.588049,13.705746,16.498567681879,-6.795067320542732,15.224248662294674
-12.799111,-73.31821,15.919635,-10.538570973958308,-72.69061244517694,17.091452043582507
4.133864,-50.364586,33.98834,3.3755761976454615,-50.7184998867417,35.3231803531501
10.119252,-2.3675041,14.089397,10.255386615080058,-2.494599882108814,14.946040766184021
-20.058844,-54.467392,28.76798,-21.413146899348845,-52.988797082817555,28.18640624135633
-15.464158,10.920439,12.071737,-14.951915696036547,11.990245311437352,12.217061316000112
6.1020427,2.1245337,7.6720147,5.995287013336977,2.1558054761164724,7.565641371131707
9.861795,18.569239,25.572117,9.580503896918504,17.937579788635524,24.258897997782366
10.5282345,-8.413071,33.231136,10.753848908130122,-9.115017914263639,33.08100202270556
-19.139187,-66.832016,16.102657,-19.884225223098355,-65.53109518253028,15.045883470602485
12.488856,-11.770072,1.9963753,12.23891687812669,-12.985484434001929,2.112756223450053
-18.031538,15.396736,18.313978,-17.77305959335435,16.88332825749806,19.04136403805737
-10.238073,6.206751,5.9355483,-10.275530300710548,7.6070178085293,6.1179543225810935
6.090715,4.0170655,7.7050624,6.083709009278529,3.900916039923637,7.928407212578944
6.2400055,-0.95184124,32.146606,6.371520024468429,-1.4198933432401628,31.64591691056411
2.253901,-16.351702,27.137531,2.0588285805833904,-16.021684129872177,25.512113132484963
17.255964,-43.981915,21.283264,18.814732470944403,-43.37982415481074,22.382404425272593
3.5347548,-71.427666,34.678963,2.6728410785645584,-70.93020128252942,34.31014445673639
-53.99652,3.370324,11.316489,-53.15076025998598,5.080658268397872,10.859218069389241
-48.45039,-17.964312,4.1474433,-48.76673656211463,-19.227214878999295,2.9601317535636884
-16.422935,7.93076,5.8178625,-15.562853600802528,9.180301398722097,5.573285005633022
-28.92553,5.417356,24.495893,-28.781473207469453,4.876907624780803,24.034974226310258
9.957745,14.629002,0.6388622,10.602236761766019,14.825686400343953,1.0148222372413078
1.8005191,19.422106,6.1512547,2.455032359129719,18.224045004480853,6.293160103869647
-31.215582,3.2041497,18.141724,-31.99796452952703,1.7189775037086574,17.948187388276608
10.771146,16.033665,7.091022,11.222516925873785,16.26212666779909,5.2343161321309974
7.7562985,2.3655305,1.3418149,8.023649907507505,2.557831751618527,1.5018523617431723
-51.45459,13.291,11.509746,-51.58602776563701,13.325795431029137,11.554085376257396
7.399325,-12.472006,26.819893,8.295961979300971,-12.022073704405468,25.976457111400347
1.3701887,11.054073,6.33289,1.1660838013277657,10.01765392886356,5.926011876040214
-53.788757,-14.7509985,16.784218,-53.80394820206932,-12.977021711019463,15.697962571276044
13.623184,-5.3953304,26.820381,14.246065059215844,-4.657307410502882,27.669828025290578
8.016743,-2.8819952,13.974132,8.009251984817316,-3.295720393134286,14.239358409862604
1.3875538,10.998807,31.749212,2.5733986371417217,10.620303855291372,32.74078038418085
-58.970676,2.051144,4.738986,-58.969325884037126,2.1079237582449517,4.57181601914571
1.0379359,-69.0283,34.573696,0.603643519751675,-68.65668754804814,34.72078250725468
1.5785894,-44.371735,27.427881,0.31917949670993906,-42.52604565977406,25.835248536389766
5.632163,-74.98435,28.16344,3.742314449498904,-74.26717013140399,27.838926702684777
-31.76053,-54.54402,22.622293,-34.111573373501535,-51.8860382084951,21.13976302527102
-18.068129,8.7802105,18.575361,-17.79750317361596,9.200143496659079,18.32968290478945
-8.64158,5.160934,6.187581,-8.944567733793521,6.496056368690934,6.7092564407448485
10.568085,-0.75626683,14.018635,10.68617375753304,-0.8812698304797486,15.095908179352783
0.31946853,8.570046,32.322517,1.5649031397075137,7.81823015253143,33.12270031497705
-11.299817,-62.552677,28.598866,-11.690294750102128,-63.631110204416885,27.550140427575908
-74.68351,-6.37082,17.226938,-75.39990355930459,-2.8875621662143676,15.953823278484565
7.6897616,-66.966515,28.248447,7.393153680591421,-67.60168630240321,28.351703413995068
10.561135,-18.240822,33.504967,10.899882905384773,-18.32081357154133,33.70331239323542
8.157539,12.683676,19.162325,8.804192928679447,13.235513446408618,19.590761661988644
6.465805,-64.66023,27.9422,6.517135730916264,-65.61810607092293,28.404628473944296
4.1212516,6.188644,25.42193,3.743448764170649,5.574075547142221,25.22497574392599
