target_y,target_x,target_z,out_y,out_x,out_z
2.4792523,13.396341,25.362862,1.711344686048774,14.407827927983993,25.79533194682511
-63.39346,3.0165803,30.340767,-63.63354914301708,2.836674169716957,29.037030877861522
12.178988,-12.632469,8.307867,12.840286316496785,-14.039954402041614,8.017637067650265
-13.162647,-66.55107,34.95278,-10.889457463230938,-64.04722484791235,33.83489836128266
-34.65409,-44.611095,29.023764,-37.11143077648878,-44.710655735787064,28.419575552451615
6.4428654,8.657043,7.151989,6.245141197397009,8.404517459127488,6.765860556077284
-2.1704154,-73.64931,9.4287815,-0.7317163234188115,-73.30024360349898,12.830479512326086
2.8776274,-71.84794,34.562027,2.701675261340501,-71.19978493396826,33.871193598223776
2.5873373,5.3923635,6.625111,2.2506329651160932,5.906268814983941,6.7129909992865935
-35.92045,20.18303,24.410814,-35.18044328421775,17.932617101241515,24.415514094769396
13.628131,3.1811032,1.1494404,15.012603523225307,2.7429658987922836,0.40366685324490437
-7.6654663,20.006077,18.55574,-7.5684738661390645,20.101225927599224,19.671765445322045
7.3008423,5.2349124,0.9862901,7.699958926908344,5.422165402595386,0.8609020472700715
-19.74056,10.412241,12.030705,-20.45328098078218,11.439655393297343,12.560886805352784
-42.129177,-31.278479,4.0585284,-42.420950617248984,-31.10080920927525,5.244849055527595
10.151344,13.68797,13.194879,11.220877084208864,14.470546581799143,12.968699831000905
-41.274433,-41.948586,16.51738,-40.706865355123234,-39.497023710611884,17.933184697843988
8.18108,-42.623577,21.373121,8.262145084661958,-42.25917098405242,20.17318264033066
6.8512907,8.087194,7.1090655,6.6697547999254825,7.643529190873917,6.727272883320905
3.1062644,6.7946067,12.757875,2.7887554801204666,6.813085857589336,12.251205116099982
-70.07631,-8.842091,29.611027,-70.00502825269206,-8.257576113505868,30.126977209205677
12.227358,7.723025,32.426994,12.132842877189418,7.7502683812478015,32.539717751313205
-60.84151,9.414872,5.2532687,-62.86541209035047,10.833181379257267,6.664218119968401
6.626628,5.072007,1.008491,7.027065184332184,5.3897783940447805,0.9485560657099147
2.9051065,13.170306,31.525293,3.3634822849072328,13.887888633654066,31.840693107495387
-12.700796,-62.52425,22.031378,-13.581629414953785,-65.9095537510911,21.64506046297836
-31.285555,0.73777914,5.552659,-33.26207430392954,5.8718941605109265,6.494118461860182
4.201086,-5.4260473,20.498999,3.5154642113855665,-5.506768424194044,20.523176060264912
-17.830269,-54.958622,3.7122917,-18.337455900190612,-56.4962259663944,4.8436153074659964
1.4256514,8.971277,32.325092,2.50845099398593,8.357823242247882,33.83828371089805
1.2662369,-76.72718,9.476455,3.3214804919926295,-77.78708882133381,12.154968329840013
6.5883517,7.167719,25.3127,6.019098097023545,6.845322921925884,24.97362237711102
-3.0182576,-26.488642,33.793545,-5.781296396340817,-30.121389867171168,31.50406082168457
2.158992,-73.35633,9.600266,3.1649187583082123,-73.62128819725987,11.879000812841744
2.4572182,12.48952,0.25230402,2.276410485605933,12.061649032366155,2.6399027763777516
-45.087955,12.017973,30.495987,-43.73205222869486,10.623591244307114,29.538475068652875
3.1913733,-1.111838,20.197401,2.6760938302429906,-1.7806683383069235,20.579880585265258
8.463378,-21.09853,33.472206,9.235611280135888,-22.28443402436015,32.21085746030857
-13.666854,-54.07251,3.6031518,-11.735065842513638,-55.97558667468226,4.441475253211046
-50.09585,-14.45232,4.2652564,-48.48181543928184,-13.418115242029485,3.1773310739584035
-25.17306,-27.135962,22.735708,-21.26754139353479,-28.949531119421554,22.690519181962276
-2.6580944,9.42998,25.197104,-4.062400452597724,10.021967580501029,24.599755670412417
-10.457318,-55.76719,34.937172,-8.076165384929931,-55.830725223538366,37.6070825049546
-48.863018,20.443953,24.345066,-45.53904789434375,15.343863729283003,22.706845818010617
-31.408052,-33.912872,22.92354,-32.0335378543804,-35.23313838095277,23.155546042240157
-20.27911,10.296257,24.600262,-19.850488471217968,10.585838488710925,24.310997770831545
-34.10597,-44.57542,29.010536,-36.57640156541881,-44.65011106494151,28.405763576411385
-2.0344832,12.207924,6.746972,-1.5029170330176003,11.162592047010328,7.559242748587473
-9.088319,9.870325,24.763788,-8.667496579302295,10.355364428569047,24.253627477735158
-13.132912,10.190744,12.150753,-14.306772276829332,11.297105099721373,12.152051086310538
6.0217347,9.808238,13.416476,5.928944625475077,9.453303921922156,12.535438820838763
