# Giuseppe Lipari, Carmine Vitiello,,
# Team Name ,,,
# ML-CUP23 ,,,
# id, out_y, out_x, out_z
1.0,8.671202429325726,9.49129424089436,19.942496361501778
2.0,7.236562990623238,-37.94425615300359,36.35828103275854
3.0,8.854729084583159,5.2861760522239205,20.29238511464479
4.0,-13.985391188025554,10.454558272505537,25.55387025758816
5.0,-49.32732362067007,5.748372778999174,29.848476339405074
6.0,9.950772432844348,9.59534924538484,13.744654855728998
7.0,10.049309528700526,8.932179825433824,13.905446138739256
8.0,8.528628567912902,9.593577005409028,6.735328669899068
9.0,4.788258296138182,9.721990728765729,6.570187922695321
10.0,-39.83218932391531,8.822011821923,23.472716369085017
11.0,5.70748321529325,9.935429898675599,12.90394456055942
12.0,9.249860919805332,-46.72874127624256,13.935724872319836
13.0,-11.869317783004774,-63.63040906383353,16.811613566789617
14.0,-23.732855428489597,-51.31525316148608,8.480955211400648
15.0,-70.65369147196247,-5.892882277577969,4.358409837320739
16.0,9.126003515096142,-15.440457427596732,7.1635713909519545
17.0,-6.988984665595414,-67.29539839069685,10.059082754002242
18.0,7.512327700746564,-29.96713736557901,34.35981411587968
19.0,9.819018117389769,7.058427087981117,14.184397978295275
20.0,9.053890084546,-53.62455265466003,14.544597532837729
21.0,7.439746866450391,-59.82640055228346,1.8288939493941907
22.0,8.718305168481066,-27.28182839816582,21.067612299799062
23.0,-48.00293829429373,7.602748889642222,23.44565016918642
24.0,-67.5186945539436,-1.4110981936572584,16.87879347779506
25.0,6.766244217149088,-63.36751860672145,1.9193237005436008
26.0,9.882504213433908,-6.4864464774973944,8.048856386131552
27.0,7.923085177552358,-54.51067468077838,1.869144888647985
28.0,4.34017416153853,-66.59234718503895,28.109110941989925
29.0,9.744693448571587,-5.623588759700785,8.15073839050739
30.0,8.84997298408027,8.530950640196124,26.31846385046387
31.0,9.614758055215637,-5.187119821181719,21.22380792790009
32.0,4.5934549145915655,9.702013834028051,6.573333512488171
33.0,4.985855356782908,10.288869362911594,1.053836431046113
34.0,-5.749253321349211,-70.06763446878449,17.80328825430753
35.0,-63.959738913870225,-11.068838689352706,32.0133900217499
36.0,-10.816239946924945,-65.38618823723698,26.88876858714491
37.0,6.32043673733832,-60.81146865467879,36.697586606956676
38.0,-56.25214707999723,-21.27384513252956,17.923682179601737
39.0,0.8398241077254234,-70.06068803348325,34.77927381204247
40.0,6.612933220705805,-60.97290703641562,9.521532638318849
41.0,-69.49837492725831,6.2561396049572915,11.97857012937375
42.0,-0.21734586627942998,8.64824923110886,18.278064028256335
43.0,3.025938186602473,-67.96055070799676,11.223361999107878
44.0,6.643996221673056,9.993753766219971,19.355907322499498
