# Giuseppe Lipari, Carmine Vitiello,,
# Team Name ,,,
# ML-CUP23 ,,,
# id, out_y, out_x, out_z
1.0,9.015855273464352,9.334407318763315,19.919994583531825
2.0,8.243913012437783,-37.41157278221645,34.578707883815255
3.0,9.275527657132486,5.505276403117247,20.566251363901337
4.0,-13.953490245793414,9.975790247497217,24.587095379647867
5.0,-49.52846810147122,7.466307361302849,29.866711819175393
6.0,9.750481759115065,9.185292964762304,13.099668566885873
7.0,9.87233389114669,8.533839625849879,13.248778030487596
8.0,8.639047364805938,9.600977520751716,6.5677869742312645
9.0,4.5703731235413585,9.573262524689024,6.168842490432782
10.0,-38.47893667640678,9.14976137082954,23.714199118942904
11.0,5.818409127632672,9.332793966440805,12.019528766573854
12.0,9.172700742495977,-46.67292915427081,14.370760821960438
13.0,-10.54973040222542,-64.46541403314247,16.55239083059956
14.0,-23.826579597264317,-51.09720593559359,8.512024582505449
15.0,-69.0940144498372,-4.851176793240631,4.44770833854501
16.0,9.75466077753561,-15.816729152720594,6.491085898543848
17.0,-5.622473533918936,-68.16608306242001,9.475990107933344
18.0,9.150221344200077,-29.89159716311706,33.55403358749806
19.0,9.845283765419435,6.904725523231485,13.682636384449363
20.0,8.662268547741094,-53.917087156145506,14.71387175260838
21.0,7.331295753877123,-59.63532197097247,2.476080076377304
22.0,8.6812616471941,-26.79072288341987,20.921969416393264
23.0,-47.8892839332676,8.379361383218564,23.63833767806421
24.0,-70.08464172800302,-1.9319802473473935,17.742264721957742
25.0,6.664448677989357,-63.123654967947054,2.7003226069675357
26.0,10.094854975159429,-6.637831649157385,7.645159357013402
27.0,7.856945374764464,-54.62591803921645,2.116198863317369
28.0,4.921068813899218,-66.70965302231228,28.20659468527288
29.0,9.994418403099408,-5.752138861332094,7.701249177605407
30.0,9.239942231129433,8.479615343408783,26.463570889214868
31.0,9.491560894590469,-4.8968454847147385,21.253959189338232
32.0,4.364263955414186,9.546828572477027,6.160196575809778
33.0,5.294323458713867,10.191145040834893,0.8591532968726759
34.0,-5.9128934295054165,-69.48990078238074,17.346656789184205
35.0,-64.42075768011232,-11.616869806219615,31.008554839533307
36.0,-11.00267094162113,-65.55354603112707,27.492910469153298
37.0,5.9118945191506675,-61.09064673895696,35.447539819119484
38.0,-55.60112090740006,-21.125427664364615,17.607735368285173
39.0,1.6973263774510263,-69.70614580376746,34.16789444182069
40.0,6.756633690876887,-60.545425065341206,9.42110628665574
41.0,-69.42598834787333,5.335901421666714,11.727639938347046
42.0,-0.032945531363362084,8.785496868472833,18.268591341090964
43.0,2.919637100077132,-68.24459293804995,10.646446858921417
44.0,7.105360047209508,9.877072960956376,19.32868022665496
45.0,6.956241422762785,-59.99333972489202,15.194195594209837
46.0,7.992109034032648,9.853265532223395,32.166368518790584
47.0,-1.2810646961577983,-69.43405886639881,11.808464162481215
48.0,1.994549202394349,8.916639364632713,11.877022777480306
49.0,5.933968924030695,10.206348463164172,0.7883909563956307
50.0,9.33417171811787,-51.2967731897673,28.19875684569055
51.0,-72.04737206234367,2.829575729812657,23.533168631787667
52.0,-38.9071265388688,-33.247363510353054,18.025793395340536
53.0,-54.17491230106549,-21.91471152183695,3.69834166390723
54.0,-67.85963662089482,5.728071377515615,17.3345008265904
55.0,-1.4993299579126194,8.828361033490275,18.391168412952794
56.0,4.456683121784526,9.558498211492878,6.163476477777719
57.0,9.6889769292624,-37.27141709761377,8.377654074095126
58.0,9.385224754043794,0.2593668879837985,1.3460529960112022
59.0,4.204425723289421,-66.6588276633811,10.051228804305879
60.0,-46.88724295538264,8.93323197459163,11.559254807471715
61.0,5.7022224232460115,-61.8253661139671,35.47701956415532
62.0,6.350761993715676,-64.21465713343474,2.7761858787446663
63.0,8.888707755618922,-36.50944702022746,21.635855913720977
64.0,9.698434953750937,7.268698274140703,0.9467271102415078
65.0,-39.2555663049231,-34.48004138283877,4.812410211921305
66.0,-29.02666251147526,-44.767590232969575,9.53236683522547
67.0,4.942871290691939,-64.89757208004714,15.63997690769876
68.0,-38.194268598240654,-40.25901952936705,23.738523890072305
69.0,9.553870062807954,2.679190758041491,1.1228393703801076
70.0,-38.23364384038107,9.162699170808407,23.742573354587606
71.0,-58.67182236499261,6.799784147646602,17.91050102009813
72.0,9.832571491818676,-12.312661023908015,20.263806893495392
73.0,8.448006957380665,-49.18308775109718,8.899466949619425
74.0,-3.421983661218021,9.574513987597086,25.332686720712246
75.0,7.821886511631252,9.692598744660055,6.456218258190058
76.0,-70.71614725850696,5.197893401371813,19.653080012601382
