# Giuseppe Lipari, Carmine Vitiello,,
# Team Name ,,,
# ML-CUP23 ,,,
# id, out_y, out_x, out_z
1.0,8.801106396004343,9.15919279365243,19.67459670470436
2.0,6.892453104770133,-37.18449949500464,34.068050065531125
3.0,9.249498756170127,5.726087936148746,20.461091367972145
4.0,-14.098039462799507,9.89644065965896,24.276172288807018
5.0,-49.11340499620339,7.766681893117483,29.77229114713007
6.0,9.990593064992373,8.552845423720914,13.037635283756103
7.0,10.07676239023772,7.896076549360662,13.196062741357645
8.0,8.61253500201975,9.179947203915017,6.824160000703745
9.0,4.3748494692019895,9.1314409156437,6.309850027214739
10.0,-38.417016770659735,9.13161362201188,23.23831314009776
11.0,5.643965427255301,8.787489377886288,11.938757186404832
12.0,10.162000464763059,-47.430814125046766,14.3288687770811
13.0,-11.141379971957614,-65.24640344823261,16.021751951788364
14.0,-23.514017542856283,-51.74969710612499,8.16848350990773
15.0,-67.36234738831322,-4.901277635616527,4.073991438219383
16.0,9.330084847971698,-15.987196738373978,7.326791566214713
17.0,-6.547258645610037,-67.64756951451434,7.746400830990484
18.0,8.52921773860131,-30.273745674994373,32.84131805111733
19.0,9.883369179641996,6.334283670135798,13.708263039962198
20.0,9.909668803403909,-54.54513294908843,14.988664849284197
21.0,8.731896533392558,-60.39137993031499,2.455778541320309
22.0,8.936099219231043,-26.544088753878725,20.83073603978457
23.0,-46.248419331659775,8.830894663680382,23.266320631247883
24.0,-68.95750080983329,-0.3326449179910467,16.445872926515747
25.0,8.438518583647753,-63.88350052158593,2.4921663819513697
26.0,10.057396577175684,-6.634450762662613,8.146775286544758
27.0,8.542073798419672,-55.208207829669306,2.4191156324976317
28.0,5.685206894775573,-66.89773748882648,28.084337332375082
29.0,9.96357951581482,-5.777303605354685,8.252295580269385
30.0,9.121068266900838,8.294781771731358,25.859905147991405
31.0,9.18066060909648,-4.811071666613351,21.53114926368786
32.0,4.1682656139119665,9.102493206504214,6.297396675220367
33.0,5.012365429456276,10.307888940109837,0.6441310899720754
34.0,-6.62047733499512,-68.23217991790585,17.046215958749688
35.0,-64.03457815954539,-11.688513556141238,31.637385576746645
36.0,-10.493404337992716,-64.7385579290486,26.806202556432886
37.0,6.414523394299664,-61.04615566604319,36.21417789106795
38.0,-56.864138685650005,-21.450228008271427,17.611894266420368
39.0,2.313450055780826,-69.95760541255844,34.25617150436943
40.0,6.992398576374516,-61.10479964145433,9.547176094056486
41.0,-68.73216109509312,5.585540255449144,12.349382551168972
42.0,0.15174466392462127,8.805089093753402,18.040607444634162
43.0,2.5070300888968733,-68.78506528212398,10.991833977615881
44.0,6.8543580061822595,9.733980429306687,19.081807320996667
45.0,7.854814811203623,-60.33443089643174,15.42875233339275
46.0,7.974086127314289,9.438081235269784,32.438730750599845
47.0,-2.12230326804127,-69.63097555636466,11.9221279891312
48.0,1.7956208711001098,8.476003175608973,11.737480503260498
49.0,5.739225205234333,10.342784713457053,0.5860000508187005
50.0,9.441917735901686,-52.02248570654312,27.81915030779687
51.0,-72.20366261541555,2.5158575560835494,22.93748024541726
52.0,-38.629274750894844,-32.821037329722294,18.818298476547902
53.0,-54.1228934846424,-22.996255124231894,3.183143308756226
54.0,-68.7419120032991,5.238057811133211,17.168277508916542
55.0,-1.6520789521191457,9.054744013452666,17.939740657942075
56.0,4.260757795423363,9.11524752518067,6.302290330786494
57.0,10.31726885224051,-37.51013445384351,8.620949184652837
58.0,9.554947663354193,-0.43764623880511344,1.2693818205651726
59.0,3.8433686088330883,-67.21988249039903,10.322575673787975
60.0,-46.17817942812459,9.398002264287868,11.794292687992657
61.0,6.270836904779999,-61.75790642751075,36.258491127769375
62.0,8.165199225937076,-64.91449008569144,2.5177725603175825
63.0,9.381597446609229,-36.28044302288189,21.19172418675847
64.0,9.901246563902596,6.960202278394601,0.5245177678429318
65.0,-39.472972662094065,-34.17885906383094,6.460275644096546
66.0,-28.454303734795907,-44.45645125578911,8.77226177648364
67.0,5.387074827021575,-65.2699168178845,15.831192840692072
68.0,-36.43993615066997,-39.627064865463446,24.25242596321967
69.0,9.86347562893075,2.0427541891535004,0.9673390458404909
70.0,-38.19609942727617,9.120732437629105,23.274051986691585
71.0,-57.856608135607004,6.58336947743011,18.11642068700309
72.0,9.49688105573393,-12.618181736405187,20.218886520552587
73.0,9.314009824326297,-50.11207649778538,8.823021637015541
74.0,-4.893860379343036,10.030927110762313,24.653860781116038
75.0,7.749960798970031,9.269555521819534,6.69757144733855
76.0,-71.32444189948676,6.278101682630358,19.122848860128595
77.0,9.979013063126333,-5.941761487433417,27.020198214124918
78.0,-23.581751415505494,-51.58413736982538,8.188469794562986
79.0,9.386153596604606,-7.123130917947162,15.20059065073329
80.0,6.912481358265797,-21.66995079048517,2.8830751944158406
81.0,-62.064085326418954,5.467405131393523,17.905251122787565
82.0,-60.940121338741356,-13.85561784449261,2.0465042695063294
83.0,10.171426241383013,3.9213503328105723,8.110767479092399
84.0,9.734264185659272,8.55543195012287,7.160902045325746
85.0,9.02345069592437,8.504476607148753,19.897499161587398
86.0,-67.46151491944318,3.0101469750124616,28.63390435225964
87.0,-28.891041502402004,-40.99909578592549,18.162504031912466
88.0,7.004119970426894,10.397381997135948,0.5247813430661294
89.0,9.727352409852148,-3.266381983593564,27.359358374582538
90.0,-17.166055928739315,-59.7747974739156,5.231975890009594
91.0,-18.671247853152806,9.971915152960108,24.271004704815667
92.0,10.194033242579044,-46.128646196107375,19.974949685158197
93.0,-62.969021981798036,-10.346321734120334,2.3249920021994397
94.0,-58.07530215712967,9.73570095894953,6.822395343325692
95.0,-37.133366925987254,9.476871695434681,16.9942459033604
96.0,-2.513444298004916,9.712422953249323,24.867566642786258
97.0,4.19258750712137,-67.8613829765202,20.740881365075538
98.0,9.633629687086021,-8.038095577168026,1.357722501070307
99.0,-68.16547800960579,5.3007967294878,17.276262257803317
100.0,2.352497268239129,-71.28465044212597,27.348135886096347
101.0,8.655837743268377,9.366886894433101,32.4086775391221
102.0,7.840145847915252,-15.791011643664984,2.168334109018207
103.0,9.396279356754803,3.5458750989223082,14.74952792408837
104.0,-7.111089595621137,-66.9119648430806,26.420880930036695
105.0,1.0732207293806484,-71.56381899432522,17.18501512707404
106.0,7.77240080640806,-30.931747177859172,2.6154049859558772
107.0,9.896673296085817,6.921137049288903,0.5281858944176107
